2023-03-23 10:00:21,861 INFO    StreamThr :3298456 [internal.py:wandb_internal():87] W&B internal server running at pid: 3298456, started at: 2023-03-23 10:00:21.846343
2023-03-23 10:00:51,976 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:00:52,378 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:00:55,899 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:00:56,981 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:00:57,379 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:00,900 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:01,987 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:01:02,381 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:05,780 DEBUG   SystemMonitor:3298456 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2023-03-23 10:01:05,784 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:01:06,786 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:06,992 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:01:07,382 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:11,787 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:11,998 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:01:12,383 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:16,788 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:17,003 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:01:17,384 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:21,790 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:22,008 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: cancel
2023-03-23 10:01:22,011 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: cancel
2023-03-23 10:01:22,386 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:26,791 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:27,387 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:31,792 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:32,388 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:35,786 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:01:37,390 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:37,788 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:42,391 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:42,789 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:47,393 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:47,791 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:52,394 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:52,792 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:57,396 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:01:57,793 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:02,397 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:02,794 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:05,788 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:02:07,398 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:07,879 INFO    StreamThr :3298456 [internal.py:wandb_internal():87] W&B internal server running at pid: 3298456, started at: 2023-03-23 10:02:07.861728
2023-03-23 10:02:07,883 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status
2023-03-23 10:02:07,886 INFO    WriterThread:3298456 [datastore.py:open_for_write():85] open: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/run-qqm65m1c.wandb
2023-03-23 10:02:07,988 DEBUG   SenderThread:3298456 [sender.py:send():336] send: header
2023-03-23 10:02:08,017 DEBUG   SenderThread:3298456 [sender.py:send():336] send: run
2023-03-23 10:02:08,465 INFO    SenderThread:3298456 [dir_watcher.py:__init__():219] watching files in: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files
2023-03-23 10:02:08,465 INFO    SenderThread:3298456 [sender.py:_start_run_threads():1078] run started: qqm65m1c with start time 1679562127.861101
2023-03-23 10:02:08,465 DEBUG   SenderThread:3298456 [sender.py:send_request():363] send_request: summary_record
2023-03-23 10:02:08,472 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: check_version
2023-03-23 10:02:08,513 INFO    SenderThread:3298456 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-23 10:02:08,514 DEBUG   SenderThread:3298456 [sender.py:send_request():363] send_request: check_version
2023-03-23 10:02:08,790 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:09,470 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_created():278] file/dir created: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/wandb-summary.json
2023-03-23 10:02:12,400 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:13,474 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:13,583 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:13,791 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:17,401 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:18,475 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:18,584 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:18,793 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:22,402 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:23,476 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:23,586 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:23,794 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:27,404 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:28,477 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:28,587 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:28,795 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:32,405 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:33,479 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:33,588 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:33,797 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:35,790 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:02:37,406 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:38,499 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: run_start
2023-03-23 10:02:38,502 DEBUG   HandlerThread:3298456 [system_info.py:__init__():31] System info init
2023-03-23 10:02:38,502 DEBUG   HandlerThread:3298456 [system_info.py:__init__():46] System info init done
2023-03-23 10:02:38,503 INFO    HandlerThread:3298456 [system_monitor.py:start():183] Starting system monitor
2023-03-23 10:02:38,503 INFO    SystemMonitor:3298456 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-23 10:02:38,503 INFO    HandlerThread:3298456 [system_monitor.py:probe():204] Collecting system info
2023-03-23 10:02:38,505 INFO    SystemMonitor:3298456 [interfaces.py:start():187] Started cpu monitoring
2023-03-23 10:02:38,506 INFO    SystemMonitor:3298456 [interfaces.py:start():187] Started disk monitoring
2023-03-23 10:02:38,508 INFO    SystemMonitor:3298456 [interfaces.py:start():187] Started gpu monitoring
2023-03-23 10:02:38,511 INFO    SystemMonitor:3298456 [interfaces.py:start():187] Started memory monitoring
2023-03-23 10:02:38,513 INFO    SystemMonitor:3298456 [interfaces.py:start():187] Started network monitoring
2023-03-23 10:02:38,555 DEBUG   HandlerThread:3298456 [system_info.py:probe():195] Probing system
2023-03-23 10:02:38,557 DEBUG   HandlerThread:3298456 [system_info.py:_probe_git():180] Probing git
2023-03-23 10:02:38,701 DEBUG   HandlerThread:3298456 [system_info.py:_probe_git():188] Probing git done
2023-03-23 10:02:38,701 DEBUG   HandlerThread:3298456 [system_info.py:probe():240] Probing system done
2023-03-23 10:02:38,701 DEBUG   HandlerThread:3298456 [system_monitor.py:probe():213] {'os': 'Linux-5.10.0-21-amd64-x86_64-with-glibc2.31', 'python': '3.10.9', 'heartbeatAt': '2023-03-23T09:02:38.555931', 'startedAt': '2023-03-23T09:02:07.580893', 'docker': None, 'cuda': '10.1.243', 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/antoinelrnld/modlog/', 'commit': 'bc0a238278828672616a47c2d14e9c06c8e03fd6'}, 'email': None, 'root': '/mnt/nfs_share_magnet2/dsileo/libs/modlog', 'host': 'magnet-magnet6', 'username': 'dsileo', 'executable': '/mnt/nfs_share_magnet2/dsileo/miniconda3/bin/python', 'cpu_count': 20, 'cpu_count_logical': 40, 'cpu_freq': {'current': 809.8701500000001, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 800.312, 'min': 0.0, 'max': 0.0}, {'current': 800.205, 'min': 0.0, 'max': 0.0}, {'current': 800.573, 'min': 0.0, 'max': 0.0}, {'current': 800.347, 'min': 0.0, 'max': 0.0}, {'current': 800.517, 'min': 0.0, 'max': 0.0}, {'current': 800.267, 'min': 0.0, 'max': 0.0}, {'current': 800.376, 'min': 0.0, 'max': 0.0}, {'current': 800.455, 'min': 0.0, 'max': 0.0}, {'current': 800.579, 'min': 0.0, 'max': 0.0}, {'current': 800.491, 'min': 0.0, 'max': 0.0}, {'current': 800.479, 'min': 0.0, 'max': 0.0}, {'current': 800.514, 'min': 0.0, 'max': 0.0}, {'current': 800.309, 'min': 0.0, 'max': 0.0}, {'current': 800.349, 'min': 0.0, 'max': 0.0}, {'current': 800.248, 'min': 0.0, 'max': 0.0}, {'current': 800.54, 'min': 0.0, 'max': 0.0}, {'current': 800.123, 'min': 0.0, 'max': 0.0}, {'current': 800.357, 'min': 0.0, 'max': 0.0}, {'current': 800.656, 'min': 0.0, 'max': 0.0}, {'current': 1148.07, 'min': 0.0, 'max': 0.0}, {'current': 800.157, 'min': 0.0, 'max': 0.0}, {'current': 800.342, 'min': 0.0, 'max': 0.0}, {'current': 800.402, 'min': 0.0, 'max': 0.0}, {'current': 800.379, 'min': 0.0, 'max': 0.0}, {'current': 800.377, 'min': 0.0, 'max': 0.0}, {'current': 800.385, 'min': 0.0, 'max': 0.0}, {'current': 800.796, 'min': 0.0, 'max': 0.0}, {'current': 800.284, 'min': 0.0, 'max': 0.0}, {'current': 800.415, 'min': 0.0, 'max': 0.0}, {'current': 800.486, 'min': 0.0, 'max': 0.0}, {'current': 800.397, 'min': 0.0, 'max': 0.0}, {'current': 800.615, 'min': 0.0, 'max': 0.0}, {'current': 800.148, 'min': 0.0, 'max': 0.0}, {'current': 800.185, 'min': 0.0, 'max': 0.0}, {'current': 800.851, 'min': 0.0, 'max': 0.0}, {'current': 887.29, 'min': 0.0, 'max': 0.0}, {'current': 800.884, 'min': 0.0, 'max': 0.0}, {'current': 801.077, 'min': 0.0, 'max': 0.0}, {'current': 800.608, 'min': 0.0, 'max': 0.0}, {'current': 827.571, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1823.1678428649902, 'used': 1526.5802001953125}, 'gpu': 'Tesla P100-PCIE-12GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla P100-PCIE-12GB', 'memory_total': 12790923264}], 'memory': {'total': 62.468318939208984}}
2023-03-23 10:02:38,702 INFO    HandlerThread:3298456 [system_monitor.py:probe():214] Finished collecting system info
2023-03-23 10:02:38,702 INFO    HandlerThread:3298456 [system_monitor.py:probe():217] Publishing system info
2023-03-23 10:02:38,702 DEBUG   HandlerThread:3298456 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-23 10:02:38,754 DEBUG   HandlerThread:3298456 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-23 10:02:38,755 DEBUG   HandlerThread:3298456 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-23 10:02:38,872 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:39,503 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_created():278] file/dir created: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/conda-environment.yaml
2023-03-23 10:02:39,504 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_created():278] file/dir created: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/requirements.txt
2023-03-23 10:02:42,408 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:43,873 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:47,409 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:48,874 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:49,562 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/conda-environment.yaml
2023-03-23 10:02:49,597 DEBUG   HandlerThread:3298456 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-23 10:02:49,645 INFO    HandlerThread:3298456 [system_monitor.py:probe():219] Finished publishing system info
2023-03-23 10:02:49,645 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:49,646 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:49,646 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:49,646 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:49,646 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:49,648 DEBUG   SenderThread:3298456 [sender.py:send():336] send: files
2023-03-23 10:02:49,649 INFO    SenderThread:3298456 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-03-23 10:02:50,160 INFO    wandb-upload_0:3298456 [upload_job.py:push():138] Uploaded file /tmp/tmph5_22y7pwandb/k3otgv3n-wandb-metadata.json
2023-03-23 10:02:50,564 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_created():278] file/dir created: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/wandb-metadata.json
2023-03-23 10:02:52,411 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:53,502 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:53,876 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:54,651 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:57,412 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:58,504 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:02:58,877 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:02:59,653 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:02,413 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:03,506 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:03:03,878 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:04,654 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:05,793 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:03:07,415 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:08,534 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: stop_status
2023-03-23 10:03:08,535 DEBUG   SenderThread:3298456 [sender.py:send_request():363] send_request: stop_status
2023-03-23 10:03:08,695 DEBUG   SenderThread:3298456 [sender.py:send():336] send: telemetry
2023-03-23 10:03:08,696 DEBUG   SenderThread:3298456 [sender.py:send():336] send: config
2023-03-23 10:03:08,698 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:08,699 DEBUG   SenderThread:3298456 [sender.py:send():336] send: telemetry
2023-03-23 10:03:08,700 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:08,700 WARNING SenderThread:3298456 [sender.py:send_metric():1283] Seen metric with glob (shouldn't happen)
2023-03-23 10:03:09,706 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:09,795 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:10,588 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/config.yaml
2023-03-23 10:03:12,416 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:13,691 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: partial_history
2023-03-23 10:03:14,594 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_created():278] file/dir created: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/output.log
2023-03-23 10:03:14,797 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:15,525 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: partial_history
2023-03-23 10:03:15,730 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:16,637 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/output.log
2023-03-23 10:03:17,418 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:19,798 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:20,010 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: partial_history
2023-03-23 10:03:20,019 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,021 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,021 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,022 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,024 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,024 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,024 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,025 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,025 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,025 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,026 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,026 DEBUG   SenderThread:3298456 [sender.py:send():336] send: metric
2023-03-23 10:03:20,026 DEBUG   SenderThread:3298456 [sender.py:send():336] send: history
2023-03-23 10:03:20,027 DEBUG   SenderThread:3298456 [sender.py:send_request():363] send_request: summary_record
2023-03-23 10:03:20,103 INFO    SenderThread:3298456 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-23 10:03:20,641 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/wandb-summary.json
2023-03-23 10:03:21,105 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:21,782 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: partial_history
2023-03-23 10:03:21,791 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: partial_history
2023-03-23 10:03:22,420 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:22,679 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/output.log
2023-03-23 10:03:23,533 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:03:23,534 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:03:24,721 INFO    Thread-36 :3298456 [dir_watcher.py:_on_file_modified():295] file/dir modified: /mnt/nfs_share_magnet2/dsileo/libs/modlog/src/wandb/run-20230323_100207-qqm65m1c/files/output.log
2023-03-23 10:03:24,799 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:26,156 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:27,421 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:28,536 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:03:29,800 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:31,158 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:32,422 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:33,538 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: keepalive
2023-03-23 10:03:34,802 DEBUG   HandlerThread:3298456 [handler.py:handle_request():144] handle_request: status_report
2023-03-23 10:03:35,796 DEBUG   SenderThread:3298456 [sender.py:send():336] send: stats
2023-03-23 10:03:35,997 DEBUG   SenderThread:3298456 [sender.py:send():336] send: exit
2023-03-23 10:03:35,997 INFO    SenderThread:3298456 [sender.py:send_exit():559] handling exit code: 0
2023-03-23 10:03:35,999 INFO    SenderThread:3298456 [sender.py:send_exit():561] handling runtime: 210
